AKM1MP6P0OYPR,0132793040,5.0,1365811200
A9UYPR4Q055LZ,B00AFXUUV6,1.0,1367193600
ACUWMWOHAFDXF,B00BFDHVAS,5.0,1393545600
A1N63P1KY594SY,B000OMKR8E,5.0,1229817600
A13OKLIAZ78R3Z,B0075SUG3Q,4.0,1356912000
A1GBCIASQOEHDB,B0006B486K,5.0,1355011200
A1NOJR4QG3KXJQ,B0047UOX4S,5.0,1305072000
A3SFOKFBB6ZEU4,B0046HNWO4,4.0,1294704000
AUTYU6RQBWQB6,B002U8573K,4.0,1367366400
A1WNUDRA5KSVVN,B001UZJBGI,5.0,1296950400
A31TS8Y52QELY8,B00746LVOM,5.0,1334620800
A3S01Y7BSK4DXY,B003UGIDSW,3.0,1284940800
A3EMAT5NS591P1,B003Y7PXSK,5.0,1312502400
A3POO4WSHR8QNW,B0027FGW3K,4.0,1389830400
A2YCTIH9UDM9CY,B00BYL7PQQ,1.0,1380499200
AY889JPYEZOCT,B00AAKHCOM,5.0,1373932800
A18JGALK8B1K6N,B0001LS3EI,2.0,1326758400
ARGOP69VP6TNX,B001OI2LV8,5.0,1309996800
A10HN34U7F9OP3,B004TNCN8Q,3.0,1363737600
A1QCVP9C5TTC0C,B000JE7GPY,5.0,1391817600
A3689939AKFB3F,B000IOUKPS,5.0,1390521600
AB2HQDOKDE85,B009NB8WR0,5.0,1385337600
A3SCIGKZKQU5CK,B002RSCKCE,5.0,1390262400
A76IQXHFVNTPI,B003NR57BY,5.0,1400630400
A2PTML2LL4QRW1,B000AKVJCI,4.0,1232409600
A1BHUHHTDWYOPF,B001CLAGSW,5.0,1217462400
A32DOYKJ8BBJ1D,B006OS6KU6,5.0,1327795200
A20IUSQVRO5PVP,B001D60LG8,2.0,1260921600
AJ40PN4HY4Z0I,B003NR57BY,4.0,1371081600
A30DGXTYLEWDGQ,B0000V2MNC,5.0,1236643200
A3NR08HZ9C4BYT,B004YDUZ22,5.0,1396828800
A32R95Z4DU4Z0A,B005V2TT86,1.0,1379462400
AEDZQ2MOK6G56,B0019EHU8G,3.0,1285545600
A2J2QI172Y57ZZ,B00E6ONJJU,1.0,1397001600
A3P1ZYBOK4DKU9,B0007MGFGO,2.0,1160006400
A2FXNQ08KMSKA3,B004V94F5C,5.0,1321574400
A1CF1XN83UBVRI,B000CP4ML6,4.0,1236902400
A3TWLXH0OMPWBM,B00AXX0IC4,1.0,1393372800
A3ENIA9MMWKQAV,B0007LZGD8,4.0,1159833600
A3C9NW98FDEH2T,B005HMKKH4,5.0,1361145600
A3MMJEMXBJOJ8H,B000UMC394,4.0,1214006400
A22QVY56CLUQ58,B00BGA9WK2,5.0,1386288000
A3SYSZAVYBBYQ,B001TH7T2U,5.0,1305417600
A3CW2RZLC9KNMG,B0085DHPZ2,5.0,1364342400
A295NMFMDLEI7O,B006QV7WM6,5.0,1373846400
A3I1KUBP1YXUR8,B000SEN9U6,3.0,1375142400
AL13KXR64Z3JM,B006L8TX94,5.0,1354492800
A39ZTHIO1YZU9K,B000UEWJ6O,5.0,1220054400
A2WJOU4Y1RVPOS,B00HMZG3YS,5.0,1404172800
A3HKXSM887IX6B,B00BLB4L7K,5.0,1390521600
A2P6QCZWW3H1X6,B0013FRNKG,5.0,1397001600
A34XUC200FLCRH,B0014HH8GW,1.0,1335830400
A2HDVHYB8ABXJB,B000OEP3JA,5.0,1196899200
A1BPNO9ONH8D8Z,B0009S5HQA,5.0,1207353600
A1VT88HX1SOFY7,B000PT3B9S,1.0,1188259200
A3S4RBXAW8K1FQ,B00F9OQRZE,5.0,1389744000
A2E2R2WNS6JE60,B000WAT79S,1.0,1230681600
A3JXDFE3U91KH7,B004I4YOUG,5.0,1399680000
A14C3F8FDECVSR,B004T6P1FU,1.0,1378512000
AL9GVNTKMF3TK,B004PEIG12,2.0,1327536000
ABP73XHDR76WG,B003LR01EY,5.0,1378080000
A2HC9ZAR5D41Q5,B003QNDDXO,5.0,1350345600
A2H8KI55WFSJE,B002S1CJ2Q,5.0,1379894400
A2HO3U2ZW599I9,B00009W3DV,4.0,1204329600
A36J9DLQBEDCRN,B0028N6YH0,2.0,1392422400
A18G8DXL82O2QY,B00HYKF9XM,5.0,1400284800
A3E2WM9OYTW6VM,B003O86GZS,4.0,1396396800
A1ZHQ3FG79VFNY,B004FLJBE6,5.0,1306800000
A3AK4Z97I6R6TG,B0001D3K8A,5.0,1393804800
A3858IDQ4QMD81,B001VNLRPC,4.0,1382572800
A3I57KHC2070FH,B008DWYBZM,5.0,1356912000
A260AME8XXRRHZ,B00763XNHQ,1.0,1403827200
A2OJB1VUG897AS,B00BFJ7OQI,5.0,1390176000
A2XYOCO94FL09E,B000I68BD4,5.0,1269388800
ARYKWKO9NT2RY,B000UPA82U,5.0,1201478400
A1TZ6J7W9BJZWH,B00BZ5Q7B0,4.0,1388361600
A2GEQ6I6M11JR2,B000M89H72,5.0,1205798400
A1GGOGJMUWKN9Q,B0085RBUIQ,5.0,1359504000
A3U6J0DLLDEWM2,B008RK9V46,3.0,1353024000
A3K5037F0NACU2,B00F86A96Q,4.0,1402272000
A2HHJUFW56VF2W,B0015IV1Q8,5.0,1240012800
A3L1SLEWHQVU8S,B000H91K7Q,2.0,1168819200
A19FO2AMFTWKEF,B001UKY1A4,5.0,1384300800
A1PUKGBFY1ZP95,B002Y0SYLG,5.0,1382400000
A1C0C6LWWMX519,B008D2YMWE,3.0,1373760000
A18BFDHBJX8HXH,B005EVEL00,2.0,1344816000
A1GO2JKA9N12Q9,B00AE2ISA8,5.0,1389571200
AHY02FW3KXSXH,B004O0TRD8,5.0,1332720000
A2KTZULVV6L3Z3,B000KHQKM0,1.0,1184976000
A9FAVL9QIH9KS,B003WJR69E,5.0,1341100800
A3SGQVKZ2288UK,B00HK3JVXM,1.0,1395187200
A3P1ZLK8BXVII8,B000BWY0BC,1.0,1199232000
A1AV7OH6B7E2SR,B00428C1I0,5.0,1296000000
AQX5WOO2K48AC,B00501R9D0,5.0,1314316800
AQMI6NJKUG2GR,B0053YM70Y,1.0,1353456000
A3RB9PECLH84S7,B002MMY4WY,5.0,1330128000
A3FTFQU5EQMGYF,B003WA0N70,2.0,1375488000
A7UKW2V3WPIOA,B002RZ8R9M,5.0,1284076800
A3NSWPI0JFC9I5,B002MEGATM,1.0,1253491200
A34HK8ZG1NTMXF,B00A2UOFWM,5.0,1382054400
AW4MG6JP9O43D,B009P2S4G6,5.0,1391299200
